"Company","cpu_brand","cpu_name","cpu_speed","gpu_brand","Inches","ips_display","memory_type","OpSys","Price","primary_storage","Ram","resolution_height","resolution_width","secondary_storage","touchscreen","TypeName","Weight"
"Lenovo","Intel"," Core i5",2.5,"Intel",14.0,1,"ssd","windows",49977.0,"256",8,1920,1080,"0",0,"Notebook",1.9
"Dell","Intel"," Core i7",2.8,"Nvidia",15.6,0,"ssd","windows",144495.0,"256",8,3840,2160,"0",1,"Workstation",1.78
"Lenovo","Intel"," Core i7",2.7,"Intel",14.0,1,"ssd","windows",139860.0,"1024",16,2560,1440,"0",0,"Ultrabook",1.13
"Lenovo","Intel"," Celeron Dual",1.1,"Intel",15.6,0,"hdd","windows",16304.0,"1024",4,1366,768,"0",0,"Notebook",2.2
"Asus","Intel"," Core i7",2.8,"Nvidia",17.3,0,"hybrid","windows",81465.0,"256",16,1920,1080,"1024",0,"Gaming",2.9
"Lenovo","Intel"," Core i5",1.6,"AMD",25.6,1,"hybrid","windows",60979.0,"256",8,1920,1080,"1024",0,"Notebook",2.1
"Acer","Intel"," Core i7",2.8,"Nvidia",15.6,0,"ssd","linux",46833.0,"256",8,1920,1080,"0",0,"Notebook",2.5
"MSI","Intel"," Core i7",2.8,"Nvidia",17.3,0,"hybrid","windows",119827.0,"256",16,1920,1080,"1024",0,"Gaming",2.8
"Asus","Intel"," Core i7",2.7,"Intel",14.0,0,"ssd","windows",99793.0,"512",8,1920,1080,"0",0,"Ultrabook",1.1
"Toshiba","Intel"," Core i7",2.5,"Intel",13.3,0,"ssd","windows",93080.0,"512",16,1920,1080,"0",0,"Ultrabook",1.2
"Dell","Intel"," Core i7",2.8,"Intel",14.0,0,"ssd","windows",89510.0,"512",8,1920,1080,"0",0,"Ultrabook",1.36
"Lenovo","Intel"," Core i3",2.0,"Intel",35.6,0,"hdd","windows",21792.0,"500",4,1920,1080,"0",0,"Notebook",2.2
"Lenovo","Intel"," Celeron Dual",1.1,"Intel",11.6,0,"flash_storage","windows",16221.0,"32",2,1366,768,"0",0,"Notebook",1.15
"Lenovo","Intel"," Core i7",2.8,"Nvidia",15.6,0,"ssd","windows",102564.0,"512",8,1920,1080,"0",0,"Workstation",2.67
"Lenovo","Intel"," Core i7",2.8,"Nvidia",14.0,1,"ssd","windows",103523.0,"512",8,2560,1440,"0",0,"Ultrabook",1.7
"HP","Intel"," Core i3",2.0,"AMD",15.6,0,"hdd","windows",24988.0,"1024",4,1920,1080,"0",0,"Notebook",2.1
"Acer","Intel"," Core i7",2.5,"Intel",13.3,1,"ssd","windows",42038.0,"256",8,1920,1080,"0",1,"2 in 1 Convertible",1.6
"Asus","Intel"," Core i5",2.5,"Intel",13.3,1,"ssd","windows",49444.0,"256",8,1920,1080,"0",1,"2 in 1 Convertible",1.27
"Dell","Intel"," Core i5",2.5,"AMD",15.6,0,"ssd","linux",31909.0,"256",4,1920,1080,"0",0,"Notebook",2.3
"Dell","Intel"," Core i3",2.0,"Intel",13.3,0,"ssd","windows",36710.0,"128",4,1366,768,"0",0,"Notebook",1.65
"HP","Intel"," Core i7",2.5,"Intel",14.0,0,"ssd","windows",79920.0,"256",8,1920,1080,"0",0,"Ultrabook",1.43
"Dell","Intel"," Core i5",2.5,"Intel",15.6,0,"hdd","windows",28769.0,"1024",8,1366,768,"0",0,"Notebook",2.14
"Lenovo","Intel"," Core i7",1.8,"AMD",14.0,1,"ssd","windows",64755.0,"256",8,1920,1080,"0",0,"Ultrabook",1.75
"Lenovo","Intel"," Core i7",2.8,"Nvidia",15.6,1,"ssd","windows",101179.0,"512",16,3840,2160,"0",1,"2 in 1 Convertible",2.0
"Chuwi","Intel"," Celeron Quad",1.1,"Intel",12.3,1,"flash_storage","windows",23923.0,"64",6,2736,1824,"0",0,"Notebook",1.4
"HP","Intel"," Core i7",2.9,"Intel",15.6,0,"ssd","windows",76031.0,"256",8,1920,1080,"0",0,"Notebook",2.31
"Asus","Intel"," Core i3",2.4,"Nvidia",35.6,0,"hdd","linux",31808.0,"1024",8,1920,1080,"0",0,"Notebook",2.3
"Dell","Intel"," Core i7",2.9,"Nvidia",27.3,1,"hybrid","windows",149131.0,"256",16,2560,1440,"1024",0,"Gaming",4.42
"Dell","Intel"," Core i7",2.8,"Nvidia",15.6,1,"hybrid","windows",61752.0,"128",8,1920,1080,"1024",0,"Gaming",2.62
"Dell","Intel"," Core i7",1.8,"AMD",15.6,0,"hybrid","windows",60867.0,"256",8,1920,1080,"2048",0,"Notebook",2.02
"Dell","Intel"," Core i7",2.8,"Intel",14.0,0,"ssd","linux",58555.0,"256",8,1920,1080,"0",0,"Ultrabook",1.6
"HP","Intel"," Core i7",2.8,"Nvidia",17.3,0,"hybrid","windows",106507.0,"256",12,1920,1080,"1024",0,"Gaming",3.35
"Mediacom","Intel"," Celeron Dual",1.1,"Intel",11.6,1,"ssd","windows",15931.0,"32",4,1920,1080,"0",1,"2 in 1 Convertible",1.16
"Samsung","Intel"," Celeron Dual",1.6,"Intel",11.6,0,"flash_storage","other",14332.0,"16",4,1366,768,"0",0,"Netbook",1.15
"Lenovo","Intel"," Core i7",2.7,"Intel",13.3,1,"ssd","windows",53813.0,"256",8,1920,1080,"0",0,"Notebook",1.4
"Lenovo","Intel"," Core i3",2.7,"Intel",14.0,1,"ssd","windows",31915.0,"128",4,1920,1080,"0",0,"Notebook",1.7
"Lenovo","Intel"," Core i7",2.8,"Nvidia",15.6,1,"ssd","windows",130270.0,"512",16,3840,2160,"0",0,"Workstation",2.3
"Lenovo","Intel"," Core i7",2.9,"Nvidia",15.6,0,"ssd","windows",130483.0,"512",16,1920,1080,"0",0,"Notebook",2.5
"Asus","AMD"," Ryzen 1600",3.2,"AMD",17.3,0,"hybrid","windows",90310.0,"256",8,1920,1080,"1024",0,"Gaming",3.2
"HP","Intel"," Celeron Dual",1.6,"Intel",15.6,0,"hdd","windows",18488.0,"500",4,1366,768,"0",0,"Notebook",2.1
"Google","Intel"," Core i7",1.3,"Intel",12.3,0,"ssd","other",117163.0,"512",16,2400,1600,"0",1,"Ultrabook",1.1
"Lenovo","Intel"," Core i7",2.7,"Intel",24.0,0,"ssd","windows",126913.0,"512",24,2560,1440,"0",0,"Ultrabook",1.32
"Asus","Intel"," Core i5",2.5,"Intel",15.6,0,"ssd","linux",29784.0,"256",4,1920,1080,"0",0,"Notebook",2.0
"Lenovo","AMD"," A6-Series 9220",2.5,"AMD",17.3,0,"hdd","windows",27652.0,"1024",8,1600,900,"0",0,"Notebook",2.8
"Dell","Intel"," Core i5",1.6,"AMD",15.6,0,"ssd","windows",39907.0,"256",4,1920,1080,"0",0,"Notebook",2.2
"Lenovo","Intel"," Core i5",2.5,"Intel",12.5,1,"ssd","windows",76137.0,"256",8,1920,1080,"0",0,"Ultrabook",1.36
"Lenovo","Intel"," Pentium Quad",1.1,"Intel",15.6,0,"ssd","windows",18595.0,"128",4,1920,1080,"0",0,"Notebook",2.2
"HP","Intel"," Core i7",2.8,"Nvidia",15.6,1,"hybrid","windows",58555.0,"128",8,1920,1080,"1024",0,"Gaming",2.2
"Dell","Intel"," Core i5",2.8,"Nvidia",14.0,0,"ssd","windows",62817.0,"256",8,1920,1080,"0",0,"Notebook",1.64
"Acer","Intel"," Core i5",2.5,"Intel",15.6,0,"hdd","linux",23539.0,"500",4,1366,768,"0",0,"Notebook",2.4
"Dell","Intel"," Xeon E3-1505M",3.0,"Nvidia",15.6,0,"hybrid","windows",106187.0,"64",8,1920,1080,"1024",0,"Workstation",2.23
"MSI","Intel"," Core i5",2.5,"Nvidia",15.6,0,"ssd","windows",54758.0,"256",8,1920,1080,"0",0,"Gaming",2.2
"Microsoft","Intel"," Core i7",2.5,"Intel",13.5,0,"ssd","windows",137942.0,"512",16,2256,1504,"0",1,"Ultrabook",1.25
"HP","Intel"," Core i5",2.5,"Intel",15.6,0,"ssd","windows",31382.0,"128",8,1366,768,"0",0,"Notebook",1.91
"Dell","Intel"," Core i7",2.7,"Nvidia",15.6,1,"ssd","windows",105228.0,"256",16,1920,1080,"0",0,"Workstation",2.17
"HP","Intel"," Core i7",2.9,"Intel",15.6,1,"ssd","windows",81732.0,"512",8,1920,1080,"0",0,"Workstation",2.31
"Lenovo","Intel"," Core i5",2.5,"Intel",14.0,0,"ssd","windows",71662.0,"256",8,1920,1080,"0",0,"Notebook",1.65
"Dell","Intel"," Core i7",1.8,"AMD",15.6,0,"hybrid","windows",52161.0,"128",8,1920,1080,"1024",0,"Notebook",2.36
"Dell","Intel"," Pentium Quad",1.6,"Intel",11.6,0,"hdd","windows",25521.0,"500",4,1366,768,"0",1,"2 in 1 Convertible",1.47
"Dell","Intel"," Core i7",2.7,"Nvidia",17.3,1,"hdd","windows",109011.0,"1024",8,1920,1080,"0",0,"Notebook",4.42
"Microsoft","Intel"," Core M",2.2,"Intel",13.5,0,"ssd","windows",52694.0,"128",4,2256,1504,"0",1,"Ultrabook",1.25
"Microsoft","Intel"," Core i7",2.5,"Intel",33.5,0,"ssd","windows",95851.0,"256",8,2256,1504,"0",1,"Ultrabook",1.25
"HP","Intel"," Core i3",2.0,"Intel",17.3,0,"ssd","windows",34094.0,"256",8,1600,900,"0",0,"Notebook",2.5
"Acer","Intel"," Core i3",2.0,"Nvidia",15.6,0,"hdd","windows",28984.0,"1024",4,1920,1080,"0",0,"Notebook",2.23
"Acer","Intel"," Celeron Dual",1.6,"Intel",11.6,0,"ssd","windows",23177.0,"128",4,1366,768,"0",0,"Netbook",1.4
"Asus","Intel"," Core i5",2.5,"Intel",15.6,0,"hdd","windows",39907.0,"1024",8,1920,1080,"0",0,"Notebook",2.37
"Lenovo","Intel"," Core i7",2.7,"AMD",14.0,1,"ssd","N/A",42571.0,"512",8,1920,1080,"0",0,"Notebook",1.5
"Lenovo","Intel"," Core i7",2.9,"Nvidia",15.6,0,"ssd","windows",111355.0,"256",8,1920,1080,"0",0,"Notebook",2.67
"Asus","Intel"," Pentium Quad",1.1,"Intel",15.6,0,"hdd","windows",16197.0,"500",4,1366,768,"0",0,"Notebook",2.0
"Acer","Intel"," Core i3",2.0,"Nvidia",15.6,0,"hdd","windows",24988.0,"500",4,1366,768,"0",0,"Notebook",2.2
"Dell","Intel"," Core i5",1.6,"AMD",15.6,0,"hdd","windows",40440.0,"2048",8,1920,1080,"0",0,"Notebook",2.02
"HP","Intel"," Core i7",2.8,"Nvidia",17.3,1,"hdd","windows",90523.0,"1024",12,1920,1080,"0",0,"Gaming",3.78
"Lenovo","Intel"," Core i7",2.6,"Intel",14.0,1,"ssd","windows",98994.0,"256",12,2560,1440,"0",0,"Ultrabook",1.4
"HP","Intel"," Core i7",1.8,"Intel",13.3,1,"ssd","windows",106507.0,"512",8,3840,2160,"0",1,"2 in 1 Convertible",1.29
"HP","Intel"," Core i5",2.5,"AMD",15.6,0,"hdd","windows",61485.0,"500",8,1920,1080,"0",0,"Notebook",1.9
"Google","Intel"," Core i5",1.2,"Intel",12.3,0,"ssd","other",67932.0,"128",8,2400,1600,"0",1,"Ultrabook",1.1
"Dell","Intel"," Core i5",1.6,"Intel",13.3,0,"ssd","windows",98134.0,"256",8,1920,1080,"0",1,"Ultrabook",1.42
"Asus","Intel"," Core i7",2.6,"Intel",15.6,1,"hybrid","windows",69211.0,"128",12,3840,2160,"1024",0,"Notebook",2.06
"Dell","Intel"," Core i3",2.3,"Intel",14.0,0,"ssd","windows",39427.0,"128",8,1366,768,"0",0,"Notebook",1.79
"Lenovo","Intel"," Core i5",2.5,"Intel",14.0,0,"ssd","windows",72674.0,"180",8,1920,1080,"0",0,"Notebook",1.7
"Toshiba","Intel"," Core i5",2.5,"Intel",13.3,1,"ssd","windows",89084.0,"256",8,1920,1080,"0",0,"Notebook",1.05
"Dell","Intel"," Core i7",1.8,"Nvidia",15.6,1,"ssd","windows",67239.0,"512",8,1920,1080,"0",0,"Notebook",2.16
"Dell","Intel"," Core i3",2.4,"Intel",15.6,0,"hdd","windows",31254.0,"1024",4,1366,768,"0",0,"Notebook",2.18
"HP","Intel"," Core i5",1.6,"Intel",13.3,1,"ssd","windows",38681.0,"128",4,1920,1080,"0",0,"Notebook",1.49
"Chuwi","Intel"," Atom x5-Z8350",1.44,"Intel",15.6,0,"flash_storage","windows",13261.0,"64",4,1920,1080,"0",0,"Notebook",1.89
"Lenovo","Intel"," Core i3",2.0,"Intel",15.6,0,"ssd","windows",30103.0,"128",4,1366,768,"0",0,"Notebook",2.3
"Lenovo","Intel"," Core i5",1.6,"Intel",14.0,1,"ssd","windows",55891.0,"256",8,1920,1080,"0",0,"Notebook",1.75
"Dell","Intel"," Core i7",2.7,"Nvidia",15.6,1,"ssd","windows",124569.0,"512",16,1920,1080,"0",0,"Workstation",2.17
"Dell","Intel"," Core i7",2.8,"Nvidia",15.6,0,"ssd","windows",101179.0,"512",16,1920,1080,"0",0,"Notebook",2.06
"Lenovo","Intel"," Core i7",2.7,"Intel",12.5,1,"ssd","windows",95797.0,"512",16,1920,1080,"0",0,"Ultrabook",1.36
"Asus","Intel"," Core i7",2.7,"Intel",12.5,0,"ssd","windows",103896.0,"512",16,1920,1080,"0",0,"Ultrabook",0.91
"Lenovo","Intel"," Core i5",2.5,"Nvidia",15.6,1,"ssd","windows",53919.0,"256",8,1920,1080,"0",0,"Notebook",2.3
"Toshiba","Intel"," Core i7",2.7,"Intel",13.3,0,"ssd","windows",149131.0,"512",32,1920,1080,"0",1,"Ultrabook",1.05
"Asus","Intel"," Core i7",2.8,"Nvidia",15.6,0,"hybrid","windows",71928.0,"128",8,1920,1080,"1024",0,"Gaming",1.99
"Acer","AMD"," A10-Series 9620P",2.5,"AMD",15.6,0,"hdd","windows",30849.0,"1024",8,1366,768,"0",0,"Notebook",2.2
"Asus","Intel"," Core i7",2.6,"Nvidia",17.3,1,"hybrid","windows",67612.0,"256",24,1920,1080,"1024",1,"Gaming",4.33
"Lenovo","Intel"," Core i5",2.3,"Intel",12.5,1,"ssd","windows",58555.0,"180",8,1366,768,"0",0,"Ultrabook",1.3
"Lenovo","Intel"," Core i7",1.8,"Intel",15.6,0,"ssd","windows",47893.0,"256",8,1920,1080,"0",0,"Notebook",2.17
"HP","Intel"," Core i7",2.8,"Intel",14.0,0,"ssd","windows",93187.0,"1024",8,1920,1080,"0",0,"Notebook",1.48
"Lenovo","Intel"," Core i3",2.4,"Intel",13.3,1,"ssd","windows",50563.0,"256",8,1920,1080,"0",0,"Notebook",1.4
"Lenovo","Intel"," Core i5",2.5,"Intel",15.6,1,"ssd","windows",48538.0,"256",8,1920,1080,"0",0,"Notebook",2.3
"Asus","Intel"," Celeron Dual",1.1,"Intel",11.6,0,"flash_storage","windows",18115.0,"64",4,1366,768,"0",0,"Netbook",1.2
"HP","Intel"," Core i5",2.5,"AMD",15.6,0,"ssd","windows",32980.0,"256",8,1366,768,"0",0,"Notebook",1.91
"Lenovo","Intel"," Core i5",1.6,"Intel",13.9,1,"ssd","windows",85195.0,"256",8,1920,1080,"0",1,"2 in 1 Convertible",1.4
"Lenovo","Intel"," Celeron Dual",1.1,"Intel",14.0,0,"hdd","windows",15931.0,"500",4,1366,768,"0",0,"Notebook",2.1
"Lenovo","Intel"," Celeron Dual",1.6,"Intel",11.6,0,"ssd","other",14119.0,"16",4,1366,768,"0",0,"Netbook",1.25
"Lenovo","Intel"," Core i5",2.5,"Intel",13.3,0,"ssd","windows",50563.0,"256",8,1920,1080,"0",0,"Notebook",1.44
"Asus","Intel"," Core i7",2.7,"Intel",15.6,0,"hybrid","windows",65215.0,"256",8,1920,1080,"1024",0,"Notebook",2.0
"Acer","Intel"," Core i5",1.6,"Nvidia",15.6,1,"hdd","windows",32661.0,"1024",4,1920,1080,"0",0,"Notebook",2.2
"HP","Intel"," Core i7",2.7,"Intel",13.3,1,"ssd","windows",70489.0,"512",8,1920,1080,"0",0,"Ultrabook",1.34
"Lenovo","Intel"," Core i7",2.8,"Nvidia",15.6,1,"hybrid","N/A",61219.0,"256",8,1920,1080,"1024",0,"Gaming",2.4
"Dell","Intel"," Core i5",2.5,"Intel",13.3,1,"ssd","windows",47899.0,"128",8,1920,1080,"0",1,"Ultrabook",1.29
"Acer","Intel"," Core i7",2.7,"Nvidia",15.6,0,"hdd","windows",34046.0,"500",4,1920,1080,"0",0,"Notebook",2.2
"Dell","Intel"," Core i5",2.5,"Intel",15.6,0,"hdd","windows",44542.0,"1024",8,1920,1080,"0",0,"Notebook",2.18
"Dell","Intel"," Core i7",1.8,"AMD",15.6,0,"hybrid","windows",64961.0,"256",16,1920,1080,"2048",0,"Notebook",2.2
"Xiaomi","Intel"," Core i7",1.8,"Nvidia",15.6,1,"ssd","N/A",74589.0,"256",16,1920,1080,"0",0,"Notebook",1.95
"Asus","Intel"," Celeron Dual",1.1,"Intel",11.6,0,"flash_storage","windows",13054.0,"32",2,1366,768,"0",0,"Netbook",1.1
"HP","Intel"," Core i5",1.6,"Intel",15.6,0,"hdd","windows",27784.0,"1024",4,1366,768,"0",1,"Notebook",2.04
"Asus","Intel"," Core i7",2.8,"Nvidia",15.6,0,"ssd","windows",158135.0,"512",24,1920,1080,"0",0,"Gaming",2.24
"HP","Intel"," Core i5",2.5,"Nvidia",15.6,0,"ssd","windows",47366.0,"256",8,1920,1080,"0",0,"Notebook",2.04
"Asus","Intel"," Core i7",2.8,"Nvidia",17.3,0,"hybrid","windows",80133.0,"256",16,1920,1080,"1024",0,"Gaming",3.0
"Lenovo","Intel"," Core i7",2.8,"Nvidia",15.6,1,"hybrid","windows",74539.0,"256",8,1920,1080,"1024",0,"Gaming",3.2
"HP","Intel"," Core i7",2.7,"Intel",13.3,1,"ssd","windows",74539.0,"256",8,1920,1080,"0",0,"Ultrabook",1.32
"Dell","Intel"," Core i5",2.6,"Intel",14.0,0,"ssd","windows",68184.0,"256",8,1920,1080,"0",0,"Notebook",1.64
"HP","Intel"," Core i3",2.0,"Intel",15.6,0,"ssd","windows",36710.0,"128",4,1366,768,"0",0,"Notebook",1.63
"Dell","Intel"," Core i5",1.6,"AMD",17.3,1,"hybrid","linux",47366.0,"128",8,1920,1080,"1024",0,"Notebook",2.8
"Lenovo","Intel"," Core i5",2.3,"Intel",24.0,0,"ssd","windows",71395.0,"256",8,1920,1080,"0",0,"Notebook",2.02
"Lenovo","Intel"," Core i7",2.7,"Nvidia",15.6,0,"hdd","windows",42571.0,"1024",4,1920,1080,"0",0,"Notebook",2.2
"Lenovo","Intel"," Core i3",2.0,"Nvidia",15.6,0,"hdd","N/A",24456.0,"2048",8,1366,768,"0",0,"Notebook",2.2
"Dell","Intel"," Core i5",2.5,"AMD",15.6,0,"hdd","windows",31169.0,"500",4,1920,1080,"0",0,"Notebook",2.3
"Dell","Intel"," Core i5",2.8,"Intel",15.6,0,"ssd","windows",73367.0,"256",8,1920,1080,"0",0,"Notebook",1.9
"Dell","Intel"," Core i7",2.8,"Nvidia",17.3,1,"hybrid","windows",160520.0,"128",16,1920,1080,"1024",0,"Gaming",4.42
"Toshiba","Intel"," Core i5",2.5,"Intel",15.6,1,"hdd","windows",45821.0,"500",8,1920,1080,"0",0,"Notebook",2.0
"Asus","Intel"," Core i7",2.7,"Nvidia",15.6,1,"hybrid","windows",69211.0,"256",8,3840,2160,"1024",0,"Notebook",2.0
"Mediacom","Intel"," Celeron Quad",1.1,"Intel",13.3,1,"ssd","windows",19660.0,"32",4,1920,1080,"0",0,"Notebook",1.2
"Asus","Intel"," Core i5",2.5,"Nvidia",15.6,1,"hybrid","windows",87859.0,"128",8,1920,1080,"1024",0,"Gaming",2.3
"Dell","Intel"," Core i7",2.8,"Nvidia",15.6,0,"ssd","windows",72940.0,"256",8,1920,1080,"0",0,"Notebook",1.93
"Dell","Intel"," Core i5",1.6,"AMD",15.6,0,"ssd","windows",42486.0,"256",8,1920,1080,"0",0,"Notebook",2.2
"HP","Intel"," Pentium Quad",1.6,"Intel",15.6,0,"ssd","windows",21258.0,"256",4,1920,1080,"0",0,"Notebook",1.86
"HP","Intel"," Core i7",2.8,"Nvidia",17.3,0,"hdd","windows",95851.0,"1024",12,1920,1080,"0",0,"Gaming",2.62
"Lenovo","Intel"," Core i7",2.7,"Nvidia",14.0,1,"ssd","windows",45768.0,"256",8,1920,1080,"0",0,"Notebook",1.87
"Dell","Intel"," Core i7",1.8,"Intel",13.3,0,"ssd","windows",74539.0,"256",8,3200,1800,"0",1,"Ultrabook",1.2
"Dell","Intel"," Core i3",2.0,"Intel",14.0,0,"ssd","windows",39207.0,"128",4,1920,1080,"0",0,"Notebook",1.6
"HP","Intel"," Core i7",2.7,"Intel",13.3,1,"ssd","windows",61006.0,"256",8,3200,1800,"0",0,"Ultrabook",1.34
"Acer","Intel"," Core i5",2.5,"Nvidia",15.6,0,"hdd","linux",42517.0,"1024",8,1920,1080,"0",0,"Gaming",2.4
"Asus","AMD"," E-Series 7110",1.8,"AMD",15.6,0,"hdd","windows",18595.0,"500",4,1366,768,"0",0,"Notebook",2.0
"HP","Intel"," Core i3",2.4,"Intel",15.6,0,"ssd","windows",37589.0,"128",4,1920,1080,"0",0,"Notebook",2.1
"Lenovo","Intel"," Core i5",2.5,"Intel",14.0,0,"hdd","windows",41825.0,"500",4,1920,1080,"0",0,"Notebook",1.87
"Lenovo","Intel"," Core i5",2.3,"Intel",15.6,0,"hdd","N/A",24634.0,"1024",4,1920,1080,"0",0,"Notebook",2.15
"HP","Intel"," Core i3",2.0,"Intel",15.6,0,"hdd","windows",21152.0,"500",4,1920,1080,"0",0,"Notebook",1.86
"Lenovo","Intel"," Core i7",2.7,"Intel",15.6,1,"ssd","windows",92121.0,"512",8,1920,1080,"0",0,"Notebook",1.99
"Lenovo","Intel"," Core i3",2.0,"Intel",15.6,0,"ssd","windows",26587.0,"128",4,1920,1080,"0",0,"Notebook",2.2
"Dell","Intel"," Core i5",2.5,"Intel",15.6,0,"ssd","windows",59513.0,"256",8,1920,1080,"0",0,"Notebook",1.9
"Dell","Intel"," Core i7",2.8,"Nvidia",17.3,1,"hybrid","windows",143803.0,"256",16,1920,1080,"1024",0,"Gaming",4.42
"HP","Intel"," Core i3",2.0,"Intel",17.3,0,"hdd","windows",28992.0,"1024",8,1600,900,"0",0,"Notebook",2.65
"HP","Intel"," Core i7",2.7,"Nvidia",17.3,0,"hdd","windows",68198.0,"1024",8,1920,1080,"0",0,"Notebook",2.63
"Asus","Intel"," Celeron Dual",1.1,"Intel",15.6,0,"hdd","linux",11935.0,"500",4,1366,768,"0",0,"Notebook",2.0
"Mediacom","Intel"," Atom x5-Z8350",1.44,"Intel",13.3,1,"flash_storage","windows",13586.0,"32",4,1920,1080,"0",0,"Notebook",1.35
"Lenovo","Intel"," Core i7",2.7,"Nvidia",17.3,0,"hybrid","windows",50563.0,"128",6,1600,900,"1024",0,"Notebook",2.8
"HP","AMD"," A10-Series A10-9620P",2.5,"AMD",15.6,1,"ssd","windows",30311.0,"128",6,1920,1080,"0",0,"Notebook",1.91
"Dell","Intel"," Core i3",2.0,"AMD",15.6,0,"hdd","windows",32922.0,"1024",4,1366,768,"0",0,"Notebook",2.18
"Acer","Intel"," Celeron Dual",2.0,"Intel",11.6,1,"flash_storage","windows",18595.0,"32",4,1920,1080,"0",1,"2 in 1 Convertible",1.25
"Lenovo","Intel"," Core i3",2.7,"Intel",15.6,0,"ssd","windows",33566.0,"128",4,1920,1080,"0",0,"Notebook",2.05
"HP","Intel"," Core M",1.2,"Intel",13.3,1,"ssd","windows",104695.0,"512",16,3200,1800,"0",1,"Ultrabook",1.16
"Lenovo","Intel"," Core i7",2.8,"Nvidia",17.3,1,"ssd","windows",159787.0,"256",8,1920,1080,"0",0,"Notebook",3.4
"Asus","Intel"," Core i5",2.5,"Nvidia",15.6,0,"hybrid","windows",44702.0,"128",8,1920,1080,"1024",0,"Notebook",2.5
"Dell","Intel"," Core i5",1.6,"Intel",13.3,1,"ssd","windows",85195.0,"128",8,3840,2160,"0",1,"Ultrabook",1.21
"Dell","Intel"," Core i5",2.6,"Intel",15.6,0,"hdd","windows",51096.0,"500",4,1366,768,"0",0,"Notebook",1.93
"Lenovo","Intel"," Pentium Quad",1.1,"Intel",15.6,0,"hdd","windows",18328.0,"500",4,1920,1080,"0",0,"Notebook",2.2
"Lenovo","Intel"," Core i5",2.5,"Intel",14.0,0,"hdd","windows",52747.0,"500",4,1366,768,"0",0,"Notebook",2.02
"HP","Intel"," Core i5",2.8,"Nvidia",17.3,0,"hdd","windows",99154.0,"500",8,1600,900,"0",0,"Workstation",3.14
"HP","Intel"," Pentium Quad",1.6,"Intel",14.0,0,"hdd","windows",20726.0,"2048",8,1366,768,"0",0,"Notebook",1.94
"HP","AMD"," A9-Series A9-9420",3.0,"AMD",15.6,1,"ssd","windows",34579.0,"256",6,1920,1080,"0",0,"Notebook",1.95
"Lenovo","Intel"," Core i5",2.5,"Intel",15.6,0,"ssd","windows",44222.0,"256",8,1920,1080,"0",0,"Notebook",2.3
"Lenovo","Intel"," Core i5",1.6,"Intel",15.6,0,"hdd","windows",36497.0,"500",4,1920,1080,"0",0,"Notebook",2.05
"Mediacom","Intel"," Atom x5-Z8350",1.44,"Intel",14.0,0,"ssd","windows",13267.0,"32",4,1920,1080,"0",0,"Notebook",1.4
"Toshiba","Intel"," Core i7",2.7,"Intel",14.0,0,"ssd","windows",99367.0,"512",16,1920,1080,"0",1,"Ultrabook",1.24
"Lenovo","Intel"," Core i7",2.7,"Nvidia",17.3,1,"hybrid","windows",141885.0,"256",32,1920,1080,"1024",0,"Gaming",4.6
"MSI","Intel"," Core i7",2.9,"Nvidia",17.3,0,"hybrid","windows",145401.0,"512",16,1920,1080,"1024",0,"Gaming",4.14
"Dell","Intel"," Core i7",2.7,"AMD",15.6,0,"ssd","linux",39907.0,"256",8,1920,1080,"0",0,"Notebook",2.2
"Mediacom","Intel"," Celeron Quad",1.1,"Intel",14.0,1,"ssd","windows",20726.0,"32",4,1920,1080,"0",0,"Notebook",1.45
"Dell","Intel"," Core i5",2.6,"Intel",15.6,0,"hdd","windows",53734.0,"500",8,1366,768,"0",0,"Notebook",1.9
"HP","Intel"," Core i3",2.4,"Intel",13.3,0,"ssd","windows",38308.0,"128",4,1920,1080,"0",0,"Notebook",1.49
"Dell","Intel"," Core i7",2.8,"Nvidia",15.6,0,"ssd","windows",81912.0,"256",16,1920,1080,"0",0,"Notebook",1.93
"Dell","Intel"," Celeron Dual",1.6,"Intel",11.6,0,"flash_storage","other",15718.0,"16",4,1366,768,"0",0,"Netbook",1.26
"MSI","Intel"," Core i7",2.7,"Nvidia",17.3,0,"hybrid","windows",125155.0,"128",16,1920,1080,"1024",0,"Gaming",4.5
"HP","Intel"," Core i7",2.8,"Nvidia",17.3,1,"hybrid","windows",79813.0,"256",16,1920,1080,"1024",0,"Gaming",3.78
"Lenovo","Intel"," Core i7",2.6,"Intel",14.0,1,"ssd","windows",89137.0,"256",12,1920,1080,"0",0,"Ultrabook",8.4
"Lenovo","Intel"," Core i7",1.8,"Intel",15.6,0,"hdd","windows",32448.0,"1024",12,1366,768,"0",1,"Notebook",2.2
"Asus","Intel"," Core i5",2.5,"Nvidia",17.3,1,"hybrid","windows",94306.0,"128",8,1920,1080,"1024",0,"Gaming",2.73
"Asus","Intel"," Core i5",2.5,"Intel",15.6,0,"hdd","windows",39374.0,"1024",8,1366,768,"0",1,"2 in 1 Convertible",2.2
"Lenovo","AMD"," A12-Series 9720P",3.6,"AMD",15.6,0,"ssd","windows",50563.0,"512",12,1920,1080,"0",0,"Notebook",2.2
"Dell","Intel"," Core M",1.0,"Intel",31.6,0,"ssd","windows",32128.0,"128",4,1366,768,"0",1,"2 in 1 Convertible",1.39
